StudentID,CourseID,Grade,ExamScore,AssignmentScore
S094,C205,B,70,71
S094,C206,D,52,57
S094,C207,F,3,29
S094,C208,C,64,60
S094,C209,F,3,34
S094,C210,C,68,64
S094,C211,C,66,67
S094,C212,F,36,21
S094,C213,D,58,55
S094,C214,D,57,54
S094,C215,F,32,7
S094,C216,C,61,63
S094,C217,F,30,15
S094,C218,D,56,54
S094,C219,F,25,45
S094,C220,F,2,0
S094,C221,F,6,33
S094,C222,F,29,37
S094,C223,C,63,69
S094,C224,F,22,20
S094,C225,F,48,1
S094,C226,F,0,22
S094,C227,C,62,69
S094,C228,C,69,64
S094,C229,D,54,52
S094,C230,D,51,59
S094,C231,D,52,52
S094,C232,F,38,20
S094,C233,C,63,63
S094,C234,F,20,43
S094,C235,C,65,66
S094,C236,F,7,46
S094,C237,B,74,79
S094,C238,D,58,53
S094,C239,F,47,44
S094,C240,C,69,69
S094,C241,D,50,59
S094,C242,D,50,55
S094,C243,D,52,55
S094,C244,D,54,56
S094,C245,D,58,50
S094,C246,D,51,55
S094,C247,D,55,52
S094,C248,B,73,72
S094,C249,F,47,26
S094,C250,D,51,50
S095,C201,D,55,59
S095,C202,F,17,3
S095,C203,C,69,67
S095,C204,D,53,55
S095,C205,D,54,51
S095,C206,B,79,73
S095,C207,F,28,4
S095,C208,F,12,17
S095,C209,D,57,53
S095,C210,D,59,59
S095,C211,F,13,37
S095,C212,F,5,13
S095,C213,B,74,76
S095,C214,C,68,65
S095,C215,D,50,51
S095,C216,F,18,7
S095,C217,D,52,59
S095,C218,C,64,60
S095,C219,F,18,36
S095,C220,C,68,67
S095,C221,F,20,28
S095,C222,C,69,65
S095,C223,D,53,53
S095,C224,C,67,63
S095,C225,D,58,50
S095,C226,D,51,51
S095,C227,C,62,63
S095,C228,D,53,54
S095,C229,F,4,21
S095,C230,D,58,56
S095,C231,F,28,8
S095,C232,C,62,63
S095,C233,F,42,34
S095,C234,F,40,8
S095,C235,B,79,73
S095,C236,F,14,32
S095,C237,F,47,39
S095,C238,D,56,50
S095,C239,F,4,10
S095,C240,C,68,63
S095,C241,F,7,25
S095,C242,F,10,33
S095,C243,F,22,10
S095,C244,D,53,57
S095,C245,F,14,41
S095,C246,D,56,53
S095,C247,D,59,52
S095,C248,F,39,35
S095,C249,B,78,78
S095,C250,D,51,55
S096,C201,B,76,78
S096,C202,F,17,36
S096,C203,D,57,52
S096,C204,D,52,53
S096,C205,D,58,50
S096,C206,D,52,59
S096,C207,D,59,59
S096,C208,D,59,51
S096,C209,B,72,76
S096,C210,D,53,52
S096,C211,C,69,64
S096,C212,D,56,55
S096,C213,D,56,59
S096,C214,D,50,56
S096,C215,D,50,55
S096,C216,F,32,9
S096,C217,C,60,61
S096,C218,F,16,8
S096,C219,D,54,59
S096,C220,F,46,21
S096,C221,D,52,59
S096,C222,D,51,53
S096,C223,F,34,44
S096,C224,C,65,64
S096,C225,F,26,1
S096,C226,F,39,23
S096,C227,D,59,54
S096,C228,C,62,68
S096,C229,F,25,27
S096,C230,D,50,51
S096,C231,C,67,63
S096,C232,D,52,56
S096,C233,D,54,58
S096,C234,F,38,35
S096,C235,F,1,44
S096,C236,F,42,2
S096,C237,D,51,55
S096,C238,D,50,54
S096,C239,D,56,56
S096,C240,F,21,41
S096,C241,F,23,0
S096,C242,F,15,5
S096,C243,C,68,63
S096,C244,F,12,19
S096,C245,F,5,5
S096,C246,D,56,54
S096,C247,F,47,18
S096,C248,F,49,11
S096,C249,D,56,54
S096,C250,C,61,67
S097,C201,D,53,55
S097,C202,F,35,48
S097,C203,C,65,68
S097,C204,D,54,50
S097,C205,C,62,62
S097,C206,D,56,50
S097,C207,D,50,56
S097,C208,D,50,52
S097,C209,F,2,48
S097,C210,B,71,72
S097,C211,B,73,79
S097,C212,F,16,17
S097,C213,F,23,14
S097,C214,B,78,71
S097,C215,D,58,59
S097,C216,C,65,65
S097,C217,F,19,15
S097,C218,B,73,74
S097,C219,D,59,51
S097,C220,C,62,65
S097,C221,D,52,55
S097,C222,D,53,53
S097,C223,D,57,55
S097,C224,D,50,56
S097,C225,F,40,2
S097,C226,C,65,68
S097,C227,D,57,50
S097,C228,B,71,73
S097,C229,D,56,50
S097,C230,D,57,57
S097,C231,D,55,50
S097,C232,C,68,61
S097,C233,F,4,31
S097,C234,C,66,66
S097,C235,D,56,53
S097,C236,D,55,56
S097,C237,C,62,62
S097,C238,C,61,65
S097,C239,C,66,67
S097,C240,D,55,52
S097,C241,D,52,51
S097,C242,F,27,41
S097,C243,D,50,59
S097,C244,D,52,50
S097,C245,C,67,62
S097,C246,D,53,55
S097,C247,D,54,55
S097,C248,F,11,48
S097,C249,D,55,58
S097,C250,D,55,59
S098,C201,F,17,37
S098,C202,C,64,64
S098,C203,D,52,57
S098,C204,D,50,56
S098,C205,F,44,39
S098,C206,D,50,53
S098,C207,D,56,55
S098,C208,B,77,75
S098,C209,D,55,51
S098,C210,D,59,53
S098,C211,C,63,69
S098,C212,D,59,53
S098,C213,B,74,79
S098,C214,F,16,44
S098,C215,D,57,52
S098,C216,F,32,28
S098,C217,D,53,55
S098,C218,D,54,55
S098,C219,D,54,50
S098,C220,D,53,51
S098,C221,F,11,14
S098,C222,B,79,77
S098,C223,B,73,79
S098,C224,D,55,58
S098,C225,D,52,54
S098,C226,D,52,58
S098,C227,D,51,54
S098,C228,B,72,72
S098,C229,C,61,68
S098,C230,F,28,14
S098,C231,C,63,64
S098,C232,B,74,74
S098,C233,F,0,40
S098,C234,F,4,23
S098,C235,F,26,25
S098,C236,D,54,53
S098,C237,D,59,51
S098,C238,D,59,50
S098,C239,C,63,62
S098,C240,D,57,55
S098,C241,D,51,50
S098,C242,D,57,57
S098,C243,D,54,50
S098,C244,D,52,54
S098,C245,D,52,55
S098,C246,F,24,36
S098,C247,F,24,7
S098,C248,C,69,64
S098,C249,D,52,56
S098,C250,C,68,62
S099,C201,D,52,51
S099,C202,F,37,28
S099,C203,D,55,50
S099,C204,C,60,61
S099,C205,D,52,55
S099,C206,C,63,66
S099,C207,D,53,51
S099,C208,C,66,62
S099,C209,F,13,1
S099,C210,D,57,55
S099,C211,F,26,27
S099,C212,D,50,57
S099,C213,D,59,51
S099,C214,D,50,57
S099,C215,C,68,68
S099,C216,F,24,40
S099,C217,D,52,55
S099,C218,B,79,74
S099,C219,C,62,68
S099,C220,F,16,27
S099,C221,D,58,59
S099,C222,F,9,42
S099,C223,F,7,47
S099,C224,F,25,1
S099,C225,C,65,69
S099,C226,D,57,54
S099,C227,D,52,58
S099,C228,D,57,50
S099,C229,C,65,66
S099,C230,D,55,57
S099,C231,D,50,59
S099,C232,D,58,56
S099,C233,D,50,54
S099,C234,D,57,56
S099,C235,D,52,50
S099,C236,D,53,54
S099,C237,C,65,65
S099,C238,D,56,52
S099,C239,D,55,58
S099,C240,D,54,58
S099,C241,D,52,57
S099,C242,D,56,52
S099,C243,B,76,75
S099,C244,F,49,2
S099,C245,B,71,70
S099,C246,C,68,69
S099,C247,D,52,51
S099,C248,D,55,57
S099,C249,C,63,63
S099,C250,D,51,51
S100,C201,F,18,29
S100,C202,C,63,60
S100,C203,D,57,56
S100,C204,F,28,36
S100,C205,C,61,66
S100,C206,F,1,42
S100,C207,C,61,67
S100,C208,F,10,12
S100,C209,F,11,10
S100,C210,F,17,47
S100,C211,C,69,67
S100,C212,C,63,62
S100,C213,F,9,10
S100,C214,C,64,65
S100,C215,C,61,67
S100,C216,F,25,22
S100,C217,C,67,60
S100,C218,F,44,10
S100,C219,C,64,64
S100,C220,D,56,58
S100,C221,D,52,58
S100,C222,F,35,39
S100,C223,F,17,4
S100,C224,D,52,50
S100,C225,C,68,66
S100,C226,D,53,54
S100,C227,C,66,67
S100,C228,D,57,50
S100,C229,F,26,10
S100,C230,C,63,63
S100,C231,F,22,47
S100,C232,D,52,54
S100,C233,D,58,52
S100,C234,D,53,50
S100,C235,C,69,61
S100,C236,D,59,58
S100,C237,D,54,59
S100,C238,D,53,56
S100,C239,C,61,63
S100,C240,C,62,69
S100,C241,D,52,50
S100,C242,C,65,66
S100,C243,F,33,15
S100,C244,D,54,52
S100,C245,F,8,4
S100,C246,F,23,43
S100,C247,F,4,33
S100,C248,F,24,36
S100,C249,F,42,27
S100,C250,D,58,51
